filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfccm1,mfccv1,mfccm2,mfccv2,mfccm3,mfccv3,mfccm4,mfccv4,mfccm5,mfccv5,mfccm6,mfccv6,mfccm7,mfccv7,mfccm8,mfccv8,mfccm9,mfccv9,mfccm10,mfccv10,mfccm11,mfccv11,mfccm12,mfccv12,mfccm13,mfccv13,mfccm14,mfccv14,mfccm15,mfccv15,mfccm16,mfccv16,mfccm17,mfccv17,mfccm18,mfccv18,mfccm19,mfccv19,mfccm20,mfccv20,label
994050,0.329029381275177,0.2665025293827057,1283.8704224885862,1875.1870823768622,2975.9536212115718,0.0374432037896365,-162.6210174560547,5487.45947265625,153.5778045654297,3131.11376953125,64.18839263916016,640.1983032226562,30.531829833984375,232.66001892089844,13.682726860046387,110.19055938720703,9.528023719787598,92.4697494506836,-13.04818058013916,59.51761245727539,-2.2194323539733887,69.67092895507812,-6.9915032386779785,88.84896850585938,3.0558009147644043,55.41771697998047,-2.6617820262908936,47.20050811767578,3.934195041656494,39.32127380371094,-4.237514019012451,55.57512664794922,-5.668338298797607,54.36626434326172,-7.258404731750488,38.06563949584961,-3.498760938644409,38.962711334228516,0.27035969495773315,51.21304702758789,0.7495177388191223,58.29737091064453,-3.4538915157318115,69.2956314086914,1.8670283555984497,39.757930755615234,0
994051,0.47202345728874207,0.2668285667896271,1494.9967070188247,2253.1781337870475,3525.537014893334,0.04000315946691176,-107.36547088623047,4633.46142578125,120.76666259765625,1386.598876953125,25.053377151489258,958.5513916015625,25.525583267211914,195.60443115234375,19.78510093688965,63.96297073364258,23.25337028503418,84.60077667236328,10.99313735961914,49.52229309082031,12.716824531555176,38.0859489440918,1.7988361120224,37.45136642456055,3.0210189819335938,35.08123016357422,-2.9138998985290527,46.20065689086914,-0.03594385087490082,33.45066833496094,-7.688303470611572,28.94838523864746,-5.479445934295654,53.46646499633789,-10.217476844787598,31.67723274230957,-4.492550849914551,32.846012115478516,-11.26098346710205,24.48111343383789,-5.005346298217773,40.94700622558594,-8.920967102050781,38.24274826049805,-4.857236862182617,33.16817855834961,0
994077,0.4740988314151764,0.2891630232334137,2603.6670732800453,2523.9276383916945,5345.292677746469,0.126351465750774,12.803312301635742,1087.26416015625,80.88823699951172,265.6957702636719,-0.8005884885787964,179.50924682617188,40.80424118041992,220.4220733642578,-13.138703346252441,83.93583679199219,15.60267162322998,75.70922088623047,13.779695510864258,44.82569885253906,5.331326007843018,74.8206787109375,1.6390433311462402,42.66271209716797,13.500052452087402,33.92008972167969,-1.9724211692810059,33.41014862060547,6.1329026222229,37.67829132080078,-2.50309681892395,24.65196990966797,5.525167942047119,43.80244445800781,-2.5336172580718994,34.568702697753906,3.8077805042266846,32.30100631713867,-1.261795997619629,30.954893112182617,-0.6533475518226624,34.91400909423828,1.3976595401763916,27.794504165649414,4.260473251342773,26.517675399780273,0
994084,0.3289075791835785,0.21262411773204803,2142.546711211233,2531.9818122453744,4760.754545701916,0.08645639330979102,-65.56893157958984,1667.3912353515625,95.44645690917969,647.5137329101562,6.924047470092773,194.4663543701172,28.358285903930664,95.95182037353516,12.744039535522461,122.18672943115234,12.235543251037598,81.6969223022461,4.254683494567871,78.21749114990234,11.581062316894531,89.39395141601562,2.300332546234131,79.56730651855469,2.0596723556518555,69.040771484375,-9.81653118133545,37.22669982910156,4.939587593078613,64.4127426147461,-1.6177126169204712,65.79423522949219,1.1848245859146118,46.344688415527344,-11.145122528076172,34.19063186645508,0.09120192378759384,47.12920379638672,-5.478736877441406,55.12779998779297,5.227841377258301,52.55039596557617,-2.5046565532684326,72.76283264160156,6.795057773590088,71.83283233642578,0
993076,0.4392710328102112,0.21908681094646454,2289.1111739072435,2127.5360135164965,4501.814444810613,0.11668107827012383,-32.61156463623047,8515.634765625,93.19249725341797,1224.2049560546875,-38.68699264526367,149.40379333496094,23.227577209472656,121.27098083496094,-0.014946621842682362,37.02840042114258,14.634904861450195,48.85289764404297,0.552330732345581,94.15201568603516,20.877016067504883,119.48162078857422,-1.151244878768921,30.937034606933594,3.6279356479644775,97.8807373046875,3.465787887573242,66.24050903320312,3.4685792922973633,51.99187469482422,-6.153607368469238,42.04526901245117,-0.42643529176712036,37.139217376708984,-3.100080728530884,23.8162784576416,4.294923305511475,78.81731414794922,-2.6099376678466797,35.90202331542969,-0.7265152931213379,25.288833618164062,-5.34121036529541,34.4261589050293,0.6115757822990417,45.95215606689453,0
993077,0.45707598328590393,0.27655938267707825,2303.454546168734,2108.2940844356604,4474.356277513061,0.13121575984423375,18.779592514038086,1036.59033203125,95.45560455322266,735.1983032226562,-46.94221115112305,340.13433837890625,16.58112144470215,42.028663635253906,-1.1646037101745605,116.3464584350586,15.700104713439941,52.56534194946289,0.6132710576057434,43.38975524902344,25.340152740478516,63.169891357421875,-2.860870599746704,28.786056518554688,6.238760471343994,27.32628631591797,6.601820945739746,40.45669174194336,6.886747360229492,28.910198211669922,-3.122291088104248,31.13971710205078,2.4101545810699463,32.8702392578125,-2.7569727897644043,21.40188980102539,1.3908584117889404,26.1798152923584,-11.150118827819824,40.915382385253906,-1.315005898475647,32.409847259521484,-0.20990309119224548,21.342958450317383,5.298898220062256,22.04082489013672,0
993081,0.5039201974868774,0.3354051411151886,2873.593230110342,2586.2793665717345,5806.112635495215,0.1439916104746713,47.73633575439453,225.1219024658203,66.10375213623047,248.5437469482422,-20.662961959838867,202.4427032470703,19.831939697265625,76.90632629394531,6.023536205291748,62.293033599853516,24.270267486572266,90.08004760742188,3.117046356201172,49.75883483886719,22.616281509399414,35.644004821777344,-1.9504375457763672,28.25983428955078,10.854569435119629,30.79404640197754,9.87629222869873,33.39986801147461,6.425220012664795,37.45556640625,-3.941128969192505,50.912574768066406,2.8804736137390137,19.086950302124023,-4.228050231933594,21.8370304107666,5.229484558105469,24.8582820892334,-3.579026460647583,31.278507232666016,0.4767232835292816,27.067005157470703,-4.152064323425293,18.040029525756836,6.256279468536377,23.048259735107422,0
1036688,0.35851219296455383,0.19256237149238586,2715.3457401307205,2775.4201668217293,6007.6220060649675,0.10485197368421052,-63.534523010253906,2118.644287109375,63.27853012084961,301.6062927246094,15.937141418457031,90.07500457763672,42.40434646606445,66.84720611572266,2.748253107070923,52.21342086791992,22.65181541442871,49.90251159667969,4.901946067810059,61.76518249511719,7.204996585845947,39.44386672973633,-4.290398120880127,45.021446228027344,3.4938700199127197,32.213314056396484,-2.3405559062957764,27.734525680541992,4.415059566497803,37.233612060546875,-8.229838371276855,44.87356948852539,-0.7767369151115417,57.39636993408203,0.9487900137901306,69.6974868774414,6.60311222076416,45.75818634033203,-0.08127749711275101,56.828983306884766,6.716595649719238,86.39128112792969,-7.664246082305908,43.33116912841797,-6.84405517578125,42.94632339477539,0
1033956,0.4863069951534271,0.23446643352508545,2622.8088760997707,2649.9615970211917,5668.977940110209,0.11124429016821345,-9.730615615844727,1203.46533203125,78.60749053955078,452.4573669433594,0.46309682726860046,342.3885192871094,30.921693801879883,83.49198913574219,5.236532211303711,94.3532485961914,14.484020233154297,63.23198699951172,-2.8230137825012207,49.87948989868164,8.874049186706543,43.505287170410156,-0.12222150713205338,46.77580642700195,5.776769161224365,52.20713806152344,-3.3513967990875244,29.55648422241211,1.4907499551773071,32.21171569824219,-4.675826549530029,32.07857894897461,0.44322362542152405,35.14231872558594,-1.2457823753356934,32.075374603271484,2.1465086936950684,35.43772506713867,-3.5325241088867188,29.52908706665039,-1.5295621156692505,25.979318618774414,-7.428690433502197,25.212495803833008,-2.8614683151245117,31.307031631469727,0
1033957,0.4330945611000061,0.19758056104183197,2668.9267099515187,2449.912740143394,5135.685611878386,0.14784906818401702,-22.954837799072266,3986.81298828125,79.50406646728516,632.0667114257812,-15.564953804016113,593.1442260742188,31.36423683166504,173.0055694580078,-0.26746851205825806,121.90924072265625,-9.530118942260742,125.68863677978516,3.131918430328369,95.46280670166016,13.942987442016602,75.25608825683594,-7.2659592628479,78.73880004882812,7.816324710845947,51.37565231323242,1.1743615865707397,60.4127082824707,3.1631205081939697,53.32593536376953,-2.4229955673217773,44.30562973022461,-1.8655380010604858,35.2448844909668,-8.650572776794434,26.68608856201172,0.24841351807117462,34.77254104614258,-7.571961879730225,27.743364334106445,-0.9169322848320007,26.295698165893555,-4.828301906585693,32.57538604736328,-2.051013708114624,39.811641693115234,0
